id;name;ac;hp;bab;attacks;color_metal;color_minor;color_major;color_skin;color_leather;color_armor;color_hair;str;dex;con;int;wis;cha;race
50SPIFRR;Frost Spider;13;80;5;3;30;37;14;12;23;28;0;19;17;12;10;10;3;116
50SUOMA;Suoma the Elder;10;36;0;0;30;47;43;12;23;28;5;10;10;12;18;18;10;1
50TAHVO;Tahvo the Huntmaster;10;100;0;0;30;64;65;12;23;28;5;16;14;14;10;14;10;1
50THVARA;Thvara Baelm;10;56;0;0;30;63;57;12;23;28;3;14;13;12;10;18;10;1
50TREDA;Dark Treant;21;64;4;2;30;37;39;12;23;28;0;29;8;21;12;15;12;152
50TREDE;Elder Dark Treant;21;96;7;2;30;37;41;12;23;28;0;29;8;21;12;15;12;152
50TREDG;Greater Dark Treant;21;80;5;2;30;37;38;12;23;28;0;29;8;21;12;15;12;152
50TROSG;Greater Snow Troll;16;84;6;3;30;37;62;12;23;28;0;23;14;23;6;9;6;165
50TROSGR;Greater Snow Troll;16;84;6;3;30;37;62;12;23;28;0;23;14;23;6;9;6;165
50TROSH;Snow Troll;16;60;4;3;30;37;61;12;23;28;0;23;14;23;6;9;6;165
50TROSN;Snow Troll;16;60;4;3;30;37;61;12;23;28;0;23;14;23;6;9;6;165
50TROSNR;Snow Troll;16;60;4;3;30;37;61;12;23;28;0;23;14;23;6;9;6;165
50TROSS;Snow Troll Shaman;16;88;6;3;30;37;61;12;23;28;0;23;14;23;6;13;6;165
50TROSSH;Snow Troll Shaman;16;88;6;3;30;37;61;12;23;28;0;23;14;23;6;13;6;165
50VENLA;Venla the Healer;10;48;0;0;30;38;39;12;23;28;4;10;10;14;10;19;14;1
50VIL;Villager;10;4;0;0;30;38;39;12;23;28;3;10;10;10;10;10;10;1
50VIL2;Villager;10;4;0;0;30;40;41;12;23;28;3;10;10;10;10;10;10;1
50VIL3;Villager;10;4;0;0;30;42;43;12;23;28;1;10;10;10;10;10;10;1
50WFDFH;Ferocious Dire Wolf;12;64;7;1;30;37;65;12;23;28;0;25;15;17;3;12;10;117
50WFDH;Dire Wolf;12;48;5;1;30;37;64;12;23;28;0;25;15;17;3;12;10;117
50WFWGH;Greater Winter Wolf;14;80;8;1;30;37;63;12;23;28;0;18;13;16;9;13;10;117
50WFWH;Winter Wolf;14;60;6;1;30;37;64;12;23;28;0;18;13;16;9;13;10;117
50WIL;Will o'wisp;20;72;16;1;30;37;50;12;23;28;0;10;29;10;15;16;12;192
50WIL2;Witch Light;20;88;18;1;30;37;51;12;23;28;0;10;29;10;15;16;12;192
50WIL3;Death's Candle;20;104;19;1;30;37;25;12;23;28;0;10;29;10;15;16;12;192
50WILH;Will o'wisp;20;72;16;1;30;37;50;12;23;28;0;10;29;10;15;16;12;192
50WILX;Will o'wisp;60;72;16;1;30;37;50;12;23;28;0;10;29;10;15;16;12;192
50WIT;Wight;14;48;2;1;30;39;49;12;23;28;0;12;12;10;11;13;15;167
50WITBA;Sordirsin the Tusked;19;108;5;0;30;39;51;12;23;28;0;22;12;14;11;13;15;167
50WITBX;Sordirsin the Tusked;19;108;5;0;30;39;51;12;23;28;0;22;12;14;11;13;15;167
50WLFDF;Ferocious Dire Wolf;12;64;7;1;30;37;65;12;23;28;0;25;15;17;3;12;10;117
50WLFDFR;Ferocious Dire Wolf;12;64;7;1;30;37;65;12;23;28;0;25;15;17;3;12;10;117
50WLFDI;Dire Wolf;12;48;5;1;30;37;64;12;23;28;0;25;15;17;3;12;10;117
50WLFDIR;Dire Wolf;12;48;5;1;30;37;64;12;23;28;0;25;15;17;3;12;10;117
50WLFWG;Greater Winter Wolf;14;80;8;1;30;37;64;12;23;28;0;18;13;16;9;13;10;117
50WLFWGR;Greater Winter Wolf;14;80;8;1;30;37;64;12;23;28;0;18;13;16;9;13;10;117
50WLFWI;Winter Wolf;14;60;6;1;30;37;64;12;23;28;0;18;13;16;9;13;10;117
50WLFWIR;Winter Wolf;14;60;6;1;30;37;64;12;23;28;0;18;13;16;9;13;10;117
50WYRWH;White Wyrm;16;120;8;2;30;37;57;12;23;28;0;19;12;15;6;12;9;118
50WYV;Wyvern;16;84;5;2;30;37;36;12;23;28;0;19;12;15;6;12;9;118
50WYVH;Wyvern;16;84;5;2;30;37;36;12;23;28;0;19;12;15;6;12;9;118
50WYVR;Wyvern;16;84;5;2;30;37;36;12;23;28;0;19;12;15;6;13;9;118
50ZOM;Possessed Corpse;17;50;6;1;30;37;39;12;23;28;0;9;9;9;9;9;9;167
50ZOM1;Possessed Corpse;17;50;6;1;30;37;39;12;23;28;0;9;9;9;9;9;9;167
50ZOM2;Possessed Corpse;17;50;6;1;30;37;39;12;23;28;0;9;9;9;9;9;9;167
50ZOM3;Possessed Corpse;17;50;6;1;30;37;39;12;23;28;0;9;9;9;9;9;9;167
50ZOM4;Possessed Corpse;17;50;6;1;30;37;39;12;23;28;0;9;9;9;9;9;9;167
50ZOM5;Possessed Corpse;17;50;6;1;30;37;39;12;23;28;0;9;9;9;9;9;9;167
51BARUD;Barud Barzam;10;140;0;0;30;66;58;14;21;28;5;16;10;17;10;18;8;4
51BEAWA;War Bear;14;64;5;3;30;37;41;12;23;28;0;27;13;19;3;12;6;103
51BEEFD;Fire Beetle;16;8;1;1;30;37;46;12;23;28;0;10;11;11;10;10;7;150
51BEEFI;Fire Beetle;15;7;4;1;30;37;46;12;23;28;0;12;20;15;3;3;3;150
51CATBA;Battle Cat;12;48;3;4;30;37;0;12;23;28;0;23;15;17;3;12;6;117
51DARGAB;Dargab the Slave-Master;10;90;0;0;30;66;54;14;21;28;6;18;14;18;10;10;8;4
51DRAGU;Dragu Ironbreaker;10;60;0;0;30;61;62;14;21;28;5;15;10;18;16;10;8;4
51DRAWY;White Dragon;23;180;14;3;30;37;63;12;23;28;0;19;10;17;8;11;8;154
51DUEBO;Duergar Bolter;10;60;0;0;30;61;62;14;21;28;5;12;18;18;10;10;8;4
51DUECL;Duergar Cleric;10;40;0;0;30;63;64;14;21;28;0;14;14;13;10;18;8;4
51DUEWA;Duergar Warrior;10;60;0;0;30;64;66;14;21;28;0;18;13;18;10;10;8;4
51HARHOR;Harhord Dorm;10;120;0;0;30;66;66;14;21;28;0;18;15;18;10;10;8;4
51HARSHO;The Beastlord Harshom;10;92;0;0;25;25;63;12;95;99;110;14;14;10;18;10;16;1
51HHR;Hook Horror;16;70;4;3;30;37;61;12;23;28;0;17;13;16;6;11;10;181
51HHRGH;Hook Horror Guardian;18;90;4;3;30;37;54;12;23;28;0;25;11;20;6;11;10;181
51HHRGU;Hook Horror Guardian;18;90;4;3;30;37;54;12;23;28;0;25;11;20;6;11;10;181
51HHRH;Hook Horror;16;70;4;3;30;37;61;12;23;28;0;17;13;16;6;11;10;181
51HHRMA;Hook Horror Matriarch;16;110;6;3;30;37;47;12;23;28;0;29;11;24;6;11;10;181
51HNTMN;Huntsman;10;60;0;0;30;52;53;12;21;28;1;15;18;14;10;10;10;1
51HSTMU;Hosttower Mage;10;24;0;0;26;26;63;12;22;26;1;10;13;10;18;10;16;6
51OCH;Ochre Jelly;9;60;3;1;30;37;51;12;23;28;0;15;3;15;10;3;3;119
51OCHH;Ochre Jelly;9;60;3;1;30;37;51;12;23;28;0;15;3;15;10;3;3;119
51OCHX;Ochre Jelly;9;60;3;1;30;37;51;12;23;28;0;15;3;15;10;3;3;119
51ORCSS;Orc Slave-Soldier;15;38;4;0;30;37;48;12;23;28;0;15;10;11;9;8;8;160
51OTID;Orc Slave-Soldier;15;38;4;0;30;37;48;12;23;28;0;15;10;11;9;8;8;160
51SHA;Shambler;22;128;10;2;30;37;53;12;23;28;0;29;8;21;7;10;9;176
51SPE;Spectre;12;84;6;1;27;63;63;13;63;27;5;10;16;10;14;14;15;167
51TROIC;Ice Troll;12;52;3;2;30;37;71;12;23;28;0;19;12;16;9;10;6;165
51UMB;Umber Hulk;16;64;5;3;30;37;41;12;23;28;0;23;13;19;9;11;13;166
51UMBR;Umber Hulk;16;64;5;3;30;37;41;12;23;28;0;23;13;19;9;11;13;166
51WYRWH;White Wyrm;16;120;8;2;30;37;57;12;23;28;0;19;12;15;6;12;9;118
51ZAMA;Zama Rogadimne;10;64;0;0;30;44;45;14;21;28;0;14;10;18;10;18;8;4
52ARUMA;Aruma Blane;10;144;0;0;30;46;66;84;47;28;0;14;20;10;10;16;10;1
52BARUD;Barud Barzam;10;140;0;0;30;66;58;14;21;28;5;16;10;17;10;18;8;4
52BERED;Bered;10;56;0;0;30;47;66;12;66;28;5;13;16;10;10;16;10;1
52DARGAB;Dargab the Slave-Master;10;90;0;0;30;66;54;14;21;28;6;18;14;18;10;10;8;4
52DOLON;Dolon Daemba;10;72;0;0;30;66;45;82;91;28;0;12;18;12;12;10;18;1
52DUEBO;Duergar Bolter;10;60;0;0;30;61;62;14;21;28;5;12;18;18;10;10;8;4
52DUEBOX;Duergar Bolter;10;60;0;0;30;61;62;14;21;28;5;12;18;18;10;10;8;4
52DUECL;Duergar Cleric;10;40;0;0;30;63;64;14;21;28;0;14;14;13;10;18;8;4
52DUECLX;Duergar Cleric;10;40;0;0;30;63;64;14;21;28;0;12;16;13;10;18;8;4
52DUELE;Duergar Commander;10;120;0;0;30;66;66;14;21;28;0;18;15;18;10;10;8;4
52DUEWA;Duergar Warrior;10;60;0;0;30;64;66;14;21;28;0;18;13;18;10;10;8;4
52DUEWAX;Duergar Warrior;10;60;0;0;30;64;66;14;21;28;0;18;13;18;10;10;8;4
52GOLIR;Iron Golem;30;99;12;2;30;37;98;12;23;28;0;33;9;10;10;11;3;156
52HARHOR;Harhord Dorm;10;120;0;0;30;66;66;14;21;28;0;18;15;18;10;10;8;4
52MNKBR;Brass Monk;13;72;0;0;25;67;67;25;25;25;25;10;18;10;10;18;10;156
52MNKCB2;Iron Monk;13;100;18;3;30;47;66;30;30;30;30;10;18;10;10;18;10;156
52MNKCB3;Iron Monk;13;100;18;4;30;47;66;30;30;30;30;10;18;10;10;18;10;156
52MNKCL;Clockwork Monk;13;72;0;0;98;47;66;98;98;98;98;10;18;10;10;18;10;156
52MNKCRB;Iron Monk;13;72;0;0;30;47;66;30;30;30;30;10;18;10;10;18;10;156
52MNKCRG;Crystalline Monk;13;72;0;0;69;47;66;69;69;69;69;10;18;10;10;18;10;156
52MNKF;Monk;10;56;0;0;30;47;66;12;66;28;2;11;18;10;10;18;10;1
52MNKFL;Monk;10;56;0;0;30;47;66;12;66;28;2;11;18;10;10;18;10;1
52MNKFLX;Monk;10;56;0;0;30;47;66;12;66;28;2;11;18;10;10;18;10;1
52MNKM;Monk;10;56;0;0;30;47;66;12;66;28;2;13;16;10;10;18;10;1
52MNKMH;Monk;10;56;0;0;30;47;66;12;66;28;2;13;16;10;10;18;10;1
52MNKML;Monk;10;56;0;0;30;47;66;12;66;28;2;13;16;10;10;18;10;1
52MNKMLX;Monk;10;56;0;0;30;47;66;12;66;28;2;13;18;10;10;18;10;1
52MNKSA;Sand Monk;20;72;0;0;99;99;99;99;99;99;99;10;18;10;10;18;10;156
52MNKSH;Shadow Monk;13;48;0;0;75;75;75;75;75;75;75;10;18;10;10;18;10;156
52MNKST;Stone Monk;13;40;0;0;102;47;66;102;102;102;102;10;18;10;10;18;10;156
52MOROHE;Morohem;10;56;0;0;30;66;66;87;66;28;0;13;16;10;10;18;10;1
52NONIN;Nonin;10;56;0;0;30;47;66;12;66;28;3;13;18;10;10;18;10;1
52ORCSS;Orc Slave-Soldier;15;38;4;0;30;37;48;12;23;28;0;15;10;11;9;8;8;160
52PORTAL;Iron Monk;20;100;18;4;30;47;66;30;30;30;30;10;10;10;10;10;10;156
52PROXI;Brass Monk;15;60;9;2;25;58;58;114;63;52;0;10;10;10;10;10;10;156
52SALISA;Salisam Harbash;10;64;0;0;30;47;66;114;66;28;0;14;18;10;10;18;10;1
52SALISX;Salisam Harbash;10;64;0;0;30;47;66;114;66;28;0;14;18;10;10;18;10;1
52SERSA;Sersa;10;56;0;0;30;47;66;13;66;28;0;10;18;10;10;18;8;1
52SPIPW;Poisonweb Spider;11;16;4;1;30;61;46;12;91;28;2;11;17;12;10;10;3;116
52SPIPWR;Poisonweb Spider;11;16;4;1;30;61;46;12;91;28;2;11;17;12;10;10;3;116
52SVALTI;Svaltid Hanarsen;10;120;0;0;30;66;66;85;47;28;3;14;18;10;10;18;10;1
52VEN;Ven;10;42;0;0;30;46;66;84;65;28;0;12;19;12;12;12;10;1
52VENH;Ven;10;42;0;0;30;46;66;84;65;28;0;12;19;12;12;12;10;1
52WYRWH;White Wyrm;16;120;8;2;30;37;57;12;23;28;0;19;12;15;6;12;9;118
52WYRWHR;White Wyrm;16;120;8;2;30;37;57;12;23;28;0;19;12;15;6;12;9;118
52YETGH;Ferocious Yeti;13;64;7;2;30;37;63;12;23;28;0;18;13;12;9;12;11;189
52YETTG;Ferocious Yeti;13;64;7;2;30;37;63;12;23;28;0;18;13;12;9;12;11;189
52YETTGR;Ferocious Yeti;13;64;7;2;30;37;63;12;23;28;0;18;13;12;9;12;11;189
52YETTU;Tundra Yeti;13;48;5;2;30;37;63;12;23;28;0;18;13;12;9;12;11;189
52YETTUR;Tundra Yeti;13;48;3;2;30;37;63;12;23;28;0;18;13;12;9;12;11;189
52YETUH;Tundra Yeti;13;48;5;2;30;37;63;12;23;28;0;18;13;12;9;12;11;189
52ZAMA;Zama Rogadimne;10;64;0;0;30;44;45;14;21;28;0;14;10;18;10;18;8;4
53ABDOSH;Abdoshanheth;13;64;7;4;30;37;44;12;23;28;0;12;14;12;19;17;17;184
53BEELTH;Beelthot;13;64;7;4;30;37;44;12;23;28;0;12;14;12;19;17;17;184
53BLUMYC;Blue Myconid;11;64;6;2;30;37;58;12;23;28;0;13;8;15;8;11;8;159
53CELEDR;Celeridrider;15;108;8;0;30;37;62;12;23;28;0;20;15;20;15;16;16;182
53CRADDR;Cradoldrider;15;96;7;0;30;37;59;12;23;28;0;19;15;20;15;17;16;182
53DEEPTH;Svirfneblin Thrall;15;12;0;0;30;64;64;12;23;28;0;14;18;16;10;12;6;6
53DESATH;Derro Savant Thrall;10;20;0;0;30;50;56;17;22;28;3;10;18;16;18;10;6;4
53DESPGU;House Despana Guard;11;60;0;0;29;57;58;66;21;29;79;18;19;10;12;10;12;2
53DRACAH;Shadow Drake;18;120;8;2;30;37;66;12;23;28;0;19;12;15;6;12;9;118
53DRFIT2;Drow Fighter Thrall;11;60;0;0;29;57;58;66;21;29;79;18;19;10;12;10;12;2
53DRFITH;Drow Fighter Thrall;11;60;0;0;29;57;58;66;21;29;79;18;19;10;12;10;12;2
53DRIDFI;Drider Fighter;15;108;8;0;30;37;50;12;23;28;0;18;15;16;15;16;16;182
53DRIDPR;Drider Priestess;15;96;7;0;30;37;46;12;23;28;0;16;15;16;15;17;16;182
53DRIDWI;Drider Wizard;15;72;4;0;30;37;57;12;23;28;0;15;15;16;16;16;16;182
53DRIFIH;Drider Fighter;15;108;8;0;30;37;50;12;23;28;0;18;15;16;15;16;16;182
53DRIPRH;Drider Priestess;15;96;7;0;30;37;46;12;23;28;0;16;15;16;15;17;16;182
53DRIWIH;Drider Wizard;15;72;4;0;30;37;57;12;23;28;0;15;15;16;16;16;16;182
53DROAS;Drow Assassin;13;64;0;0;29;57;27;66;21;29;79;18;20;10;12;10;12;2
53DROPR;Drow Priestess;10;104;0;0;30;45;58;66;101;28;79;14;16;10;12;19;12;2
53DROSS;Drow Deathsinger;10;66;0;0;30;99;59;66;47;28;79;16;16;10;18;10;12;2
53DRWITH;Drow Wizard Thrall;10;20;0;0;30;99;67;18;47;28;79;12;18;10;19;10;12;2
53DUFIT2;Duergar Fighter Thrall;11;60;0;0;29;52;69;14;21;29;6;18;13;18;10;10;6;4
53DUFITH;Duergar Fighter Thrall;11;60;0;0;29;52;69;14;21;29;6;18;13;18;10;10;6;4
53EAELEM;Earth Elemental;18;68;6;2;30;37;57;14;23;28;0;25;8;19;6;11;11;152
53ECKTAR;Ecktarr'ilsen'ularr;13;136;13;4;30;37;44;12;23;28;0;12;14;12;20;18;17;184
53ELDERB;Elder Brain;14;176;0;0;30;37;57;12;23;28;0;10;10;10;22;20;10;1
53FGOLEM;Flesh Golem;19;49;5;2;30;37;53;12;23;28;0;21;9;10;10;11;3;156
53FOMOTH;Fomorian Thrall;22;104;9;2;30;37;57;12;23;28;0;24;8;20;10;10;13;153
53FORGE;Anvil;60;9999;0;0;30;37;47;12;23;28;0;10;10;10;10;10;10;255
53GALOOM;Galoombethshe;13;64;7;4;30;37;44;12;23;28;0;12;14;12;19;17;17;184
53GINAFA;Ginafae Despana;15;96;7;0;30;37;44;12;23;28;0;15;15;16;15;18;16;116
53GINAFD;Ginafae Despana;17;56;0;0;30;31;44;66;31;28;79;12;16;10;12;19;12;2
53GOBFOD;Goblin Fodder;14;8;2;1;30;37;55;12;23;28;0;8;13;11;10;11;8;155
53GOLIM;Enhanced Flesh Golem;17;90;5;2;30;37;54;12;23;28;0;25;9;10;10;11;3;156
53GOLIMH;Enhanced Flesh Golem;17;90;5;2;30;37;54;12;23;28;0;25;9;10;10;11;3;156
53GOLIMX;Enhanced Flesh Golem;60;999;10;3;30;37;54;12;23;28;0;25;9;10;10;11;3;156
53HARPY;Harpy;11;56;2;2;30;37;53;12;23;28;0;10;15;10;7;10;15;174
53HEGGR;Heggr Splitsteel;10;88;0;0;30;39;25;11;22;30;4;14;12;16;10;18;8;4
53IMPHRA;Imphraili Asserbai;13;52;0;0;27;46;47;12;21;28;0;12;14;12;18;10;10;1
53KADRES;Kadresh Olonrae;10;120;0;0;57;96;29;66;28;28;74;12;20;10;12;18;12;2
53LAB; conversion poison that will turn the Viciscamera's defenses against itself.;60;9999;0;0;30;37;47;12;23;28;0;10;10;10;10;10;10;255
53LIGGEN;Lightning Generator;17;50;0;0;30;37;78;12;23;28;0;10;10;10;10;10;10;156
53MAJRAS;Majrash;10;40;0;0;25;75;47;87;23;25;87;12;18;11;17;11;13;1
53MALAVO;Malavon Despana;10;80;0;0;27;59;60;66;56;27;79;11;17;15;20;13;12;2
53MARALI;Maralie Fiddlebender;10;3;0;0;29;21;53;12;92;27;25;3;9;8;13;13;12;6
53MGOLEM;Mind Golem;30;99;12;2;30;37;52;12;23;28;0;33;9;10;10;11;3;156
53MINOTH;Minotaur Thrall;14;48;6;0;30;37;57;12;23;28;0;19;10;15;7;10;8;179
53MIRABE;Mirabel;10;40;0;0;60;60;47;9;47;60;0;7;13;15;16;18;12;1
53MORHIZ;Morhizulosh;13;64;7;4;30;37;44;12;23;28;0;12;14;12;19;17;17;184
53MYCBLH;Blue Myconid;11;64;6;2;30;37;58;12;23;28;0;13;8;15;8;11;8;159
53MYCREH;Red Myconid;9;80;7;2;30;37;46;12;23;28;0;17;8;19;9;11;8;159
53MYRVEK;Myrvek of Gracklstugh;13;84;0;0;32;58;56;17;23;29;3;8;18;10;17;12;15;4
53NADAL;Nadal;15;78;5;3;30;37;50;12;23;28;0;16;15;16;15;16;16;182
53OINCHA;Oinchack'olp;13;64;7;4;30;37;44;12;23;28;0;12;14;12;19;17;17;184
53OOLAY;Oolay;13;64;7;4;30;37;44;12;23;28;0;12;14;14;19;17;17;184
53OSWALD;Oswald Fiddlebender;10;30;0;0;30;50;46;10;23;28;5;8;16;10;18;9;9;6
53POD;Viciscamera Cocoon;10;100;0;1;30;37;61;12;23;28;0;10;10;10;10;10;10;255
53REDMYC;Red Myconid;9;80;7;2;30;37;46;12;23;28;0;17;8;19;9;11;8;159
53RNDMYC;Red Myconid;9;80;7;2;30;37;46;12;23;28;0;17;8;19;9;11;8;159
53SORAPP;Sorcere Apprentice;10;20;0;0;30;99;67;66;47;28;79;12;18;10;19;10;12;2
53SORN;Sorn;15;60;3;3;30;37;57;12;23;28;0;15;15;16;16;16;16;116
53SPICRA;Cradoldrider Spawn;13;80;5;1;30;37;69;12;23;28;0;19;17;12;10;10;3;116
53SPIGIN;Ginafae's Spider;13;80;5;2;30;37;14;12;23;28;0;19;17;12;10;10;3;116
53SPISW;Sword Spider;13;80;5;5;30;37;14;12;23;28;0;19;17;12;10;10;3;116
53SPISWH;Sword Spider;13;80;5;5;30;37;14;12;23;28;0;19;17;12;10;10;3;116
53SPITDR;Spithdrider;12;108;8;0;30;37;59;12;23;28;0;18;16;16;15;16;16;116
53VALAS;Valas Rrostarr;11;110;0;0;27;47;26;21;27;28;79;18;20;11;13;10;12;2
53VICISC;Viciscamera Heart;12;250;0;1;30;37;57;12;23;28;0;10;10;10;10;10;10;255
53VIDRF2;Viciscamera Drider Fighter;15;108;8;0;30;37;51;12;23;28;0;22;15;20;15;16;16;182
53VIDRFI;Viciscamera Drider Fighter;15;108;8;0;30;37;51;12;23;28;0;22;15;20;15;16;16;182
53VIDRP2;Viciscamera Drider Priestess;15;96;7;0;30;37;47;12;23;28;0;20;15;20;15;17;16;182
53VIDRPR;Viciscamera Drider Priestess;15;96;7;0;30;37;47;12;23;28;0;20;15;20;15;17;16;182
53VIDRW2;Viciscamera Drider Wizard;15;72;4;0;30;37;58;12;23;28;0;19;15;20;16;16;16;182
53VIDRWI;Viciscamera Drider Wizard;15;72;4;0;30;37;58;12;23;28;0;19;15;20;16;16;16;182
53VIIZRA;Viizra Arabani;14;104;0;0;30;45;47;66;101;28;79;17;16;15;13;18;15;2
53WODE;Wode the Guileful;10;90;0;0;32;43;64;60;21;28;27;16;17;8;15;11;18;2
53ZEPH;Zeph'ulp-Maress;13;64;7;4;30;37;44;12;23;28;0;12;14;12;19;17;17;184
60ABPRIE;Yuan-ti Priest;19;60;0;0;30;37;46;12;23;28;0;19;13;17;18;18;16;168
60ASHRA;Ashra;12;80;8;1;30;27;65;15;29;29;27;18;18;12;15;12;11;168
60ATALA;Atalaclys the Lost ;16;80;0;1;33;62;47;9;96;28;6;10;20;10;30;20;9;167
60CCABAL;Coiled Cabal Disciple;19;43;0;0;0;0;58;0;0;0;0;16;14;15;18;18;14;168
60CEDRA;Cedra;14;48;0;0;30;37;25;12;23;28;0;15;15;16;16;12;16;168
60CHEAP;Strange Apparition;30;3200;0;0;30;63;63;12;23;28;0;12;16;11;9;9;9;152
60CONLAH;Conlan;10;25;0;0;28;42;43;13;21;0;110;13;7;12;9;9;12;1
60CONLAN;Conlan;10;25;0;0;28;42;43;13;21;0;110;13;7;12;9;9;12;1
60DRAY;Goblin;14;5;0;0;30;37;51;12;23;28;0;9;10;10;7;7;7;155
60GERBAH;Gerbash;10;69;0;0;30;64;65;11;23;30;3;18;11;16;12;13;11;4
60GERBAS;Gerbash;10;69;0;0;30;64;65;11;23;30;3;18;11;16;12;13;11;4
60GUARDI;Chahopek the Guardian;35;444;20;5;0;0;65;0;0;0;0;35;10;10;20;21;20;188
60HARPY;Harpy;11;52;2;2;30;37;53;12;23;28;0;10;15;10;7;10;15;174
60HEART;Heartstone Gem;14;55;4;1;30;37;50;12;23;28;0;16;14;16;10;16;9;168
60HEDEAD;Heartless Dead;16;60;0;0;0;0;55;0;0;0;0;17;7;16;3;3;3;167
60HIEPHE;Hiepherus;14;90;0;0;30;37;53;12;23;28;0;20;12;16;12;17;12;160
60HIEPHH;Hiepherus;14;90;0;0;30;37;53;12;23;28;0;20;12;16;12;17;12;160
60HISTAC;Histachii;16;52;6;3;0;0;50;0;0;0;0;16;15;16;5;6;4;1
60INHATR;Inhatri;19;52;0;0;30;37;83;12;23;28;0;15;13;16;20;20;16;168
60INHEIN;Inhein-Who-Was-Taken;14;80;5;1;33;62;47;9;96;28;6;10;20;10;30;20;9;167
60INITIA;Initiate;10;14;1;0;0;25;55;114;0;0;1;10;10;10;11;12;9;1
60ISAIR;Isair;11;75;10;0;0;0;46;0;0;0;0;17;21;17;21;12;20;164
60ISELOR;Iselore;10;85;0;0;30;38;41;12;22;32;3;15;12;15;13;18;17;3
60JAIGER;Jaiger of the Fanged Seasons;20;100;20;3;19;47;47;29;19;33;29;18;20;14;10;10;10;167
60JERMSH;Jermsy;10;55;0;0;30;42;41;12;42;24;0;17;17;14;14;14;11;1
60JERMSY;Jermsy;10;55;0;0;30;42;41;12;42;24;0;17;17;14;14;14;11;1
60JESZRA;Jeszrael;19;100;0;0;0;0;112;0;0;0;0;18;14;16;18;18;16;168
60KAERVA;Kaervas Death's Head;20;100;20;3;30;66;66;14;21;28;0;30;18;20;9;9;9;167
60KAIRN;Veddion Kairne;20;100;20;3;30;66;66;14;21;28;0;30;18;20;19;19;20;167
60KATCHM;Katchmat;10;60;0;0;28;23;42;9;21;21;0;18;14;14;15;12;13;1
60KHAV;Khavros the Black;24;90;10;4;30;37;50;12;23;28;0;20;15;10;11;13;16;108
60KHAVH;Hand of Khavros;22;80;9;3;30;37;50;12;23;28;0;20;15;10;11;13;16;108
60KHREE;Broken Khree;20;100;14;1;102;47;19;30;35;102;102;18;20;18;12;10;10;167
60MADAE;Madae;11;150;19;1;0;0;47;0;0;0;0;22;16;22;15;18;15;164
60MEZWAR;Mezro Warrior;10;40;0;0;28;23;42;9;21;21;0;17;12;12;12;10;10;1
60MOTHER;Mother Egenia's Spirit;30;3200;0;0;30;63;63;12;23;28;0;12;16;11;9;9;9;1
60NATE;Nathaniel;10;56;0;0;110;91;69;12;29;30;1;12;12;12;12;18;11;1
60NATEH;Nathaniel;10;56;0;0;110;91;69;12;29;30;1;12;12;12;12;18;11;1
60NEOORB;Neo-Orog Scout;16;64;7;0;30;37;58;12;23;28;0;16;18;15;11;8;8;160
60NEOORG;Neo-Orog General;17;100;12;0;0;0;65;0;0;0;0;20;11;16;13;11;14;160
60NEOORN;Neo-Orog Marauder;16;78;7;0;30;37;47;12;23;28;0;18;9;15;11;8;8;160
60NEOORO;Neo-Orog Marauder;16;78;7;0;30;37;47;12;23;28;0;18;9;15;11;8;8;160
60NEOORP;Neo-Orog Priest of Bane;16;69;0;0;30;37;47;12;23;28;0;18;9;15;11;16;10;160
60OJAIHA;Ojaiha;19;100;0;0;30;37;48;12;23;28;0;17;15;16;20;20;16;168
60PBFIGT;Pureblood Fighter;11;70;0;0;30;69;66;20;23;32;27;18;18;17;14;11;9;168
60PBSORC;Pureblood Sorcerer;11;35;0;0;30;69;66;20;23;32;27;9;18;11;18;18;14;168
60PITTRA;Acid Pit Trap;16;60;7;0;0;0;55;0;0;0;0;17;7;16;3;10;3;255
60PITTRF;Fire Pit Trap;16;60;7;0;0;0;55;0;0;0;0;17;7;16;3;10;3;255
60PITTRP;Heartless Dead;16;60;7;1;0;0;55;0;0;0;0;17;7;16;3;10;3;167
60RANYT;Yuan-ti Abomination;19;60;0;0;30;37;52;12;23;28;0;19;13;17;18;18;16;168
60RANYTA;Yuan-ti Archer;19;93;0;0;30;37;53;12;23;28;0;19;13;17;18;18;16;168
60SASHKA;Sashkta;19;60;0;0;30;37;49;12;23;28;0;19;13;17;18;18;16;168
60SHEEMH;Sheemish;10;10;0;0;30;55;39;12;21;21;0;16;10;14;13;11;11;1
60SHEEMI;Sheemish;10;10;0;0;30;55;39;12;21;21;0;16;10;14;13;11;11;1
60URBANE;Urbane;10;30;2;1;30;39;56;12;23;28;5;16;9;15;14;13;13;1
60VIFANG;Viper's Fangs Assassin;15;50;0;0;32;0;21;10;0;32;0;16;17;11;15;15;11;168
60VIPRGO;Viper;11;50;0;0;30;37;70;12;23;28;0;16;18;16;6;6;7;255
60WEEDIA;Weedian;18;96;12;2;30;37;57;14;23;28;0;20;18;16;6;6;9;152
60WIGARC;Black Archer;14;46;6;2;30;38;67;5;23;28;0;12;12;10;11;13;13;167
60WIGHT;Wight;14;50;0;0;30;37;53;12;23;28;0;12;12;10;11;13;15;108
60WIGHTH;Wight;14;50;0;0;30;37;53;12;23;28;0;12;12;10;11;13;15;108
